,age,marital,segment,SocialMedia,income,creditRating,aveSpend,touchpoints,nTouchpoints,recent_touchpoint,num_creditRating,single,divorced,married,unknown,P4,P3,P2,P1,U,N,Y,C,B,D,A,F,E,New,G
11329,45,married,P4,Y,40000.0,B,236.81,smsDiscount,1,smsDiscount,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11330,37,married,P2,U,40000.0,D,64.35,emailDestination smsDestination emailDestination,3,emailDestination,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
11331,39,married,P2,U,58000.0,B,7.32,mailDiscount,1,mailDiscount,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11332,22,single,P4,N,116000.0,B,7558.65,smsDiscount emailDiscount emailDiscount emailDestination emailDiscount mailDiscount mailDiscount emailDestination,8,emailDestination,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11333,30,single,P3,U,59000.0,C,29.6,emailDiscount,1,emailDiscount,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11334,40,married,P4,U,127700.0,A,815.46,mailDiscount mailGift emailDestination mailDiscount mailDiscount emailGift,6,emailGift,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11335,29,single,P2,U,70000.0,E,4069.2,emailDestination emailDestination smsGift mailDiscount mailDiscount,5,mailDiscount,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
11336,36,married,P1,Y,70000.0,E,90.7,emailDiscount smsDiscount,2,smsDiscount,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
11337,50,married,P4,Y,80000.0,C,275.51,smsDiscount emailDiscount emailDiscount emailGift smsDiscount,5,smsDiscount,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11338,50,married,P3,Y,72000.0,A,152.44,smsDiscount emailDestination emailDestination emailDestination emailDiscount,5,emailDiscount,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
11339,41,married,P4,U,51000.0,D,320.1,emailDiscount mailGift emailDiscount,3,emailDiscount,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11340,30,married,P3,U,130000.0,B,1100.0,mailDiscount,1,mailDiscount,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11341,38,single,P3,Y,80000.0,B,169.47,emailDiscount,1,emailDiscount,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11342,44,married,P4,N,65099.0,C,57.67,emailDiscount emailDiscount emailDiscount emailDestination,4,emailDestination,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11343,27,single,P1,N,28000.0,A,813.51,emailDestination emailDestination mailDestination,3,mailDestination,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11344,48,married,P4,Y,65000.0,A,326.51,emailDestination emailDiscount smsDiscount mailDiscount,4,mailDiscount,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11345,46,married,P2,N,42000.0,A,4712.03,mailDiscount mailDiscount mailDiscount mailDiscount mailDiscount mailDiscount smsGift emailDestination,8,emailDestination,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
11346,58,married,P2,U,70000.0,C,41.66,emailDestination emailDestination,2,emailDestination,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
11347,37,single,P2,Y,63923.04,F,353.05,emailDestination smsDestination emailGift mailDiscount mailDestination,5,mailDestination,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
11348,44,divorced,P2,N,65000.0,B,0.58,smsDiscount,1,smsDiscount,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
11349,51,divorced,P4,N,140000.0,B,12.5,emailDestination,1,emailDestination,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11350,31,single,P1,N,144000.0,C,552.5,mailDiscount mailDiscount mailDiscount emailDestination,4,emailDestination,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
11351,52,married,P2,U,86650.0,E,6.96,smsDestination,1,smsDestination,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
11352,32,married,P3,Y,70000.0,B,252.07,emailDestination emailDiscount smsDiscount,3,smsDiscount,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11353,54,divorced,P4,U,65000.0,C,57.72,emailDiscount,1,emailDiscount,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11354,56,married,P3,N,160000.0,A,12.41,emailDestination mailGift,2,mailGift,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
11355,42,married,P4,U,45000.0,B,15902.01,emailDestination mailDiscount,2,mailDiscount,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11356,31,single,P1,U,72000.0,A,13227.77,mailDiscount,1,mailDiscount,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11357,57,single,P4,U,52500.0,B,17.04,smsDiscount,1,smsDiscount,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11358,47,divorced,P4,U,29000.0,B,76.69,smsGift smsDiscount emailDestination,3,emailDestination,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11359,56,married,P2,Y,42347.0,C,8475.81,smsDiscount mailDestination emailDestination emailDiscount emailDiscount emailDestination mailDiscount mailDiscount,8,mailDiscount,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
11360,36,married,P4,N,175000.0,C,2.5,emailDestination,1,emailDestination,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11361,42,married,P3,Y,32500.0,New,5.83,emailDestination emailDestination,2,emailDestination,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11362,49,married,P1,Y,60000.0,A,180.34,mailDiscount emailDestination mailDiscount,3,mailDiscount,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11363,38,married,P2,Y,36000.0,B,15.01,mailDiscount,1,mailDiscount,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
11364,37,single,P4,Y,30000.0,B,223.95,emailDiscount smsGift mailDestination emailDiscount emailDiscount,5,emailDiscount,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11365,28,married,P1,N,59000.0,A,9.95,emailDiscount,1,emailDiscount,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11366,33,married,P3,N,33000.0,E,42.31,smsDiscount,1,smsDiscount,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
11367,25,single,P1,N,74000.0,D,33.47,emailDestination mailDiscount,2,mailDiscount,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
11368,40,divorced,P3,U,37440.0,A,2.5,emailDestination,1,emailDestination,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
11369,33,single,P2,N,50000.0,C,7.5,emailDestination,1,emailDestination,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
11370,54,single,P4,N,130000.0,D,27.84,emailDestination emailDiscount,2,emailDiscount,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11371,42,married,P4,N,93350.0,A,812.99,emailDiscount emailDiscount emailDiscount smsGift emailDestination smsGift mailDestination,7,mailDestination,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11372,32,married,P1,N,129000.0,B,31.91,mailDestination,1,mailDestination,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
11373,31,married,P3,N,49200.0,C,430.58,mailDiscount,1,mailDiscount,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
11374,53,married,P1,U,92000.0,B,12.13,emailDestination,1,emailDestination,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
11375,44,single,P1,N,48000.0,C,1287.34,smsDestination mailDiscount smsGift emailDestination mailDiscount emailDestination,6,emailDestination,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
11376,36,married,P2,N,100000.0,A,20.83,emailDestination,1,emailDestination,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
11377,31,single,P4,N,86000.0,B,7.92,emailDestination,1,emailDestination,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11378,22,single,P3,Y,45000.0,E,344.4,emailGift emailDestination,2,emailDestination,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11379,52,single,P2,N,35000.0,C,371.94,mailDiscount emailDiscount emailDestination mailDiscount emailDiscount emailDiscount,6,emailDiscount,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
11380,32,married,P2,Y,90000.0,A,51.5,smsDiscount emailDiscount,2,emailDiscount,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11381,44,married,P2,N,60000.0,C,10.53,smsDiscount emailDiscount,2,emailDiscount,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
11382,44,single,P1,N,29770.8,E,7.5,emailDestination,1,emailDestination,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
11383,36,divorced,P4,Y,11544.0,B,69.5,emailDiscount emailDestination emailDestination,3,emailDestination,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11384,41,married,P3,N,36000.0,A,1691.03,smsDiscount smsGift emailDiscount smsDiscount,4,smsDiscount,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
11385,35,single,P4,U,77000.0,A,0.0,emailDestination emailDiscount emailDiscount,3,emailDiscount,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11386,45,married,P1,U,65000.0,A,15.28,emailDestination emailDestination,2,emailDestination,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11387,36,married,P2,U,70000.0,A,7.5,emailDestination,1,emailDestination,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
11388,41,single,P4,Y,44000.0,D,135.93,emailDiscount emailDestination,2,emailDestination,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11389,33,married,P2,Y,52000.0,B,87.04,emailDestination emailDiscount mailDestination,3,mailDestination,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
11390,33,married,P1,U,122000.0,B,70.38,emailGift,1,emailGift,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
11391,58,divorced,P2,N,91000.0,A,348.33,mailGift emailDiscount,2,emailDiscount,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
11392,26,single,P4,Y,85000.0,A,302.09,emailDestination emailDiscount mailDestination mailGift mailDestination emailDiscount mailDestination emailDiscount,8,emailDiscount,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11393,32,single,P4,N,55000.0,B,42.36,emailDestination emailDiscount,2,emailDiscount,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11394,52,married,P2,U,95581.0,A,51.44,emailDestination emailDestination emailDestination emailDestination emailDestination,5,emailDestination,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
11395,29,divorced,P1,Y,28000.0,C,5723.0,mailDiscount mailDiscount emailDestination mailDiscount,4,mailDiscount,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
11396,40,divorced,P4,Y,42000.0,C,255.0,emailDestination emailDestination mailDiscount,3,mailDiscount,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11397,32,divorced,P2,U,30000.0,B,58.18,emailDiscount,1,emailDiscount,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11398,39,single,P4,Y,53000.0,C,12.84,emailDestination emailDestination,2,emailDestination,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11399,55,married,P3,Y,200000.0,A,436.8,emailDiscount emailDestination emailDiscount smsGift smsDiscount emailDiscount emailDiscount,7,emailDiscount,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
11400,37,married,P1,N,66000.0,D,12.13,emailDestination,1,emailDestination,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
11401,33,single,P4,N,57000.0,D,53.96,mailDestination emailDestination emailDestination,3,emailDestination,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11402,30,married,P3,N,36000.0,B,501.56,emailDiscount emailDiscount,2,emailDiscount,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
11403,49,married,P3,U,50153.0,E,476.01,emailDestination emailDiscount,2,emailDiscount,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
11404,33,single,P4,Y,71100.0,E,765.09,mailGift smsDiscount emailDiscount emailDiscount emailDiscount emailDestination emailDiscount smsDiscount,8,smsDiscount,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11405,53,single,P3,N,43000.0,C,157.91,emailGift emailGift emailDiscount,3,emailDiscount,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
11406,31,single,P4,N,63000.0,C,266.16,smsDiscount smsDiscount emailDestination emailDiscount smsDiscount smsDiscount smsDiscount emailDestination,8,emailDestination,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11407,58,married,P4,U,106000.0,D,492.82,mailGift,1,mailGift,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11408,31,single,P4,U,65700.0,B,26.76,emailDestination emailDestination emailDestination,3,emailDestination,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11409,35,single,P3,Y,98000.0,E,34.85,emailDiscount,1,emailDiscount,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11410,29,single,P4,U,150000.0,C,437.33,mailDiscount emailDestination mailDiscount smsDiscount smsDiscount emailDiscount,6,emailDiscount,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11411,47,divorced,P2,U,70000.0,A,1957.8,mailDiscount emailDiscount emailDiscount smsGift emailDestination smsGift emailDiscount emailDestination,8,emailDestination,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
11412,42,married,P4,Y,35000.0,A,53.55,mailDiscount,1,mailDiscount,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11413,36,married,P4,Y,67000.0,E,5.01,emailDestination,1,emailDestination,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11414,34,married,P1,Y,105000.0,A,29.39,emailDestination smsDiscount emailDestination,3,emailDestination,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11415,38,married,P1,Y,80000.0,New,12.13,emailDestination,1,emailDestination,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
11416,29,single,P4,U,75000.0,C,20.83,emailDestination,1,emailDestination,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11417,29,single,P2,N,38000.0,D,425.79,smsDiscount emailDiscount,2,emailDiscount,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
11418,33,single,P3,U,35000.0,B,94.25,emailDestination emailDestination emailDiscount,3,emailDiscount,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11419,29,married,P1,U,47500.0,E,3113.18,emailGift mailDestination smsDiscount smsDestination mailDiscount smsDestination emailDestination,7,emailDestination,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
11420,55,married,P1,U,28000.0,B,27.54,mailDestination,1,mailDestination,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
11421,52,married,P3,Y,35000.0,B,2162.42,emailDestination emailDestination mailDiscount mailDiscount mailDiscount,5,mailDiscount,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11422,33,single,P3,N,60000.0,C,182.11,mailGift emailDestination mailDiscount smsDiscount smsDiscount smsDiscount smsDiscount,7,smsDiscount,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
11423,56,married,P1,N,59000.0,C,1340.04,emailDiscount mailDiscount smsDiscount emailDestination emailDiscount smsGift mailDestination emailDiscount,8,emailDiscount,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
11424,33,single,P4,U,58829.0,B,437.33,mailDiscount emailDestination mailDiscount smsDiscount smsDiscount emailDiscount,6,emailDiscount,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11425,54,married,P3,U,80000.0,F,389.93,smsDestination emailDiscount mailDestination emailDestination emailDiscount emailDestination,6,emailDestination,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11426,53,married,P1,Y,38000.0,A,45.89,smsDestination smsDestination smsDestination smsDestination smsDestination smsDestination,6,smsDestination,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11427,29,married,P1,U,91000.0,C,12.13,emailDestination,1,emailDestination,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
11428,33,married,P3,N,60000.0,A,96.83,mailDestination emailDestination mailDiscount,3,mailDiscount,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
11429,53,married,P3,N,76555.0,D,3.25,smsDiscount emailDestination,2,emailDestination,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
11430,31,married,P4,U,87430.0,D,54.47,mailDestination emailDestination emailDestination emailDestination,4,emailDestination,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11431,48,married,P2,U,135000.0,A,286.21,emailDestination emailDiscount emailDestination emailDestination emailDiscount,5,emailDiscount,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
11432,42,married,P3,Y,56000.0,A,7.5,emailDestination,1,emailDestination,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
11433,36,married,P3,U,58000.0,E,136.81,emailDestination smsDestination emailDiscount,3,emailDiscount,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
11434,46,married,P4,N,105000.0,A,940.2,emailDestination mailDiscount mailGift emailDestination emailDestination,5,emailDestination,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11435,29,single,P1,Y,40000.0,C,29.72,smsDiscount smsDiscount,2,smsDiscount,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
11436,49,married,P4,N,75000.0,B,141.12,emailDiscount emailDiscount emailDestination,3,emailDestination,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11437,57,married,P1,N,52000.0,D,56.0,mailDestination,1,mailDestination,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
11438,45,married,P1,N,120000.0,A,215.44,emailDestination emailDestination smsGift smsDiscount emailDiscount emailDestination,6,emailDestination,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11439,29,married,P1,N,140000.0,A,3482.83,smsDiscount smsGift emailDestination mailGift mailGift mailGift emailDestination,7,emailDestination,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11440,35,married,P1,U,42500.0,A,82.06,smsDiscount emailDiscount emailDestination emailDestination,4,emailDestination,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11441,39,married,P2,Y,90000.0,B,38.71,smsDiscount,1,smsDiscount,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
11442,37,single,P2,U,45000.0,C,4069.2,emailDestination emailDestination smsGift mailDiscount mailDiscount,5,mailDiscount,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
11443,48,married,P4,Y,37000.0,F,19.74,emailDestination mailGift,2,mailGift,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11444,33,divorced,P2,N,89000.0,D,3947.55,mailDiscount,1,mailDiscount,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
11445,32,married,P1,U,85000.0,A,40.17,emailDestination emailDestination smsDestination emailDestination,4,emailDestination,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11446,36,married,P3,Y,39000.0,A,26.76,emailDestination emailDestination emailDestination,3,emailDestination,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
11447,49,married,P2,U,132000.0,B,207.5,smsGift emailDestination,2,emailDestination,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11448,26,single,P4,U,95000.0,B,103.38,emailDiscount smsDiscount emailDiscount emailDiscount,4,emailDiscount,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11449,29,single,P3,N,52000.0,B,782.39,smsDestination smsGift,2,smsGift,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
11450,36,single,P2,Y,74000.0,D,2109.5,mailDiscount emailGift emailDestination mailDiscount mailDiscount mailDiscount,6,mailDiscount,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11451,35,married,P1,U,56000.0,C,60.51,emailDiscount emailDiscount emailDiscount emailDestination,4,emailDestination,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
11452,40,single,P4,N,55000.0,C,2.5,emailDestination,1,emailDestination,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11453,40,married,P2,U,120000.0,B,1588.79,mailDiscount emailDiscount smsDestination mailDiscount mailDestination,5,mailDestination,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11454,39,married,P3,Y,75000.0,C,211.46,emailDestination emailDestination emailDiscount,3,emailDiscount,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
11455,26,single,P4,N,40350.0,A,12.13,emailDestination,1,emailDestination,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11456,31,divorced,P2,U,80000.0,A,247.42,smsDiscount emailDestination smsDiscount emailDiscount emailDestination smsDiscount,6,smsDiscount,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
11457,48,married,P3,N,78000.0,B,7.5,emailDestination,1,emailDestination,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
11458,24,married,P1,N,20000.0,A,1123.84,emailDiscount emailDiscount smsDiscount smsGift emailDestination,5,emailDestination,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11459,31,single,P2,N,32000.0,B,50.0,emailDiscount,1,emailDiscount,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
11460,52,married,P2,U,40000.0,B,41.33,emailDiscount,1,emailDiscount,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11461,24,single,P3,N,68000.0,C,144.1,emailDiscount emailGift emailGift emailGift,4,emailGift,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
11462,35,married,P4,N,74000.0,C,12.13,emailDestination,1,emailDestination,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11463,31,married,P2,N,120000.0,A,85.3,mailDestination,1,mailDestination,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
11464,57,married,P1,N,16200.0,A,328.46,smsDiscount emailDestination emailDestination emailDestination emailDestination emailDestination mailDiscount,7,mailDiscount,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11465,38,single,P3,U,45000.0,C,292.21,smsGift smsDiscount smsGift smsGift,4,smsGift,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11466,33,single,P4,N,80000.0,B,225.64,smsDestination smsDestination smsDestination smsGift smsDestination smsDestination mailGift mailGift,8,mailGift,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11467,39,divorced,P2,Y,45000.0,C,7.5,emailDestination,1,emailDestination,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
11468,56,married,P2,U,80000.0,C,525.75,mailDiscount mailDiscount mailDestination emailDiscount,4,emailDiscount,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
11469,23,single,P3,Y,56000.0,New,10.2,smsGift,1,smsGift,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11470,38,married,P1,Y,68000.0,A,2207.5,emailDestination mailDiscount mailDiscount,3,mailDiscount,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11471,31,single,P3,U,55000.0,C,2.5,emailDestination,1,emailDestination,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11472,32,single,P4,U,66503.75,C,337.59,emailDestination mailDiscount emailDestination emailDestination emailDiscount,5,emailDiscount,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11473,57,married,P4,Y,57000.0,C,574.9,mailDiscount,1,mailDiscount,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11474,34,single,P2,U,35000.0,B,32.25,emailGift,1,emailGift,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11475,41,married,P3,U,75000.0,B,92.7,emailDiscount emailDiscount emailDiscount,3,emailDiscount,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11476,41,single,P4,Y,99000.0,A,253.7,emailDestination emailDiscount,2,emailDiscount,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11477,39,married,P2,U,80000.0,New,48.41,emailDestination smsDiscount emailDiscount,3,emailDiscount,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
11478,35,married,P3,Y,50000.0,B,237.88,mailDiscount emailDestination,2,emailDestination,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11479,56,divorced,P4,U,30000.0,B,4469.74,smsDiscount mailDiscount emailDestination smsDestination emailDiscount mailDiscount smsGift smsGift,8,smsGift,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11480,32,married,P4,U,27000.0,D,544.63,mailDiscount emailDestination emailDestination mailDiscount mailDiscount,5,mailDiscount,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11481,31,single,P2,U,60000.0,C,20.05,emailDestination emailDestination,2,emailDestination,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
11482,57,married,P1,N,25000.0,C,216.4,emailDestination emailDiscount emailDiscount emailDiscount,4,emailDiscount,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
